,rating,rating_title,rating_description,rating_pros,rating_cons
2623,3.0,Lavoro stimolante ma sempre presente il turn-over,"L'azienda in merito, risulta essere molto forte nel suo settore visto la grande quantità di commesse compresa Apple stessa.. Unico difetto è il turn-over, ovvero il repentino cambio di personale con del nuovo.",,
2624,5.0,Great,Great company to work for. many benefits and great customer accommodations. always very innovative and many team working skills and opportunities for one individual to have,,
2625,5.0,The Best Job Ever,"Working at Apple was a great experience. Work never felt like work because I loved what I did and I loved interacting with the public.  The store was always electric, although others may say crazy.  I'd say electric because the experience was exhilarating.  .  The managers were all great and they were never above doing what they asked of their employees. .  The benefits and pay were amazing for a part time job.  .  Working for a company with a brand such as Apple and experience to match that brand made me want to stay forever.  .  This is a job I truly miss and I am thankful for the opportunity that I was given!",Work environment,Parking
2626,5.0,fast paced job,"Fast paced job, hours are very low if part time. Hard to become full time. Managers are cool  just likes to sugar coat things. A lot of gossip and tension.",,
2627,5.0,work environment,"it was fine, I would consider working her again, don't expect it be sunshine and rainbows its very stressful but I made my best friends from working here and management does care about you",,
2628,5.0,The people made it worthwhile.,"The day would start with a morning meeting just to get everyone up to date about what was going on that day. This would normally last around half an hour. It gave everyone an opportunity to speak as well. Management was the best part about working here. Though the store employed a little over 100 people, it always seemed as if the managers truly cared about every individual, probably because they did. I always felt cared for and interested in when speaking to management. The same could be said for the rest of the team. Apple has a very clear vision and culture that really amazed me once I started working there. The most difficult part of this job was probably the long hours on your feet. Every day was extremely busy though so you hardly noticed the hours go by. The most enjoyable part of this job were the people you worked with. Apple employs such a diverse group of people I really came across people from all walks of life.",,
2629,5.0,Amazing,"great place to work, amazing culture, amazing people, just a overall amazing experience. The pay and benefits are great. Apple is all about helping people.",,
2630,5.0,Added new skills,I was a contractor for the 5C launch. We were trained for 6 weeks on SAP and I am forever grateful for the experience as it's not every day one gets to be that close to a world leader in manufacturing of a device that has changed the world in the ways humans communicate with each other for the better or the worse Apple is an awesome place to work.,Added more skills,I was a contractor
2631,5.0,loved working for Apple,The job was hard at times but it was fun as well. you get to teach clients on their products and assist with issues concerning their products. it was amazing to work there,,
2632,3.0,not recommended,"very stressful, full of politics, a lot of meetings and presentations. extremely poor work-life balance. the good thing is you become very creative and productive.","creative work, can learn things rapidly","too much stress, poor work-life balance, too much politics"
2633,5.0,great place to work,Awesome job prepare to work weekends and be in a corporately controlled environment. Good management and developmental opportunities. Everything is systematic and controlled by quantitative and qualitative metrics.,"good pay, freedom to make decisions",working weekends 90% of the time even more if part-time
2634,5.0,Great place,Great company and great environment. Love how your potential is expanded and also love expanding human potential. Apple the company is it people and it cares about its employees,,
2635,4.0,Apple tech support,"Its a nice company to work for it just wasn't for me, I didn't learn anything in training, you are pretty much on your own, No help at all. om more customer service than tech support",Good benifits,stressful
2636,1.0,Tech Support,Good company only if you work at the corporate office.  No career advancement and the managing staff may be managers from recent jobs just not you current roles,,The name is all Apple has
2637,5.0,Was a good place to work,Was flexible and I worked from home and had a schedule tailored to what I needed. I had very helpful caring team members and team leads. My hard work was always rewarded.,From home work,Customers are rude
2638,4.0,"Productive, but relaxed","Much less stressful of a job than some others I've had. They're understanding of work/life balance and offer plenty of benefits, but I was a contract employee so I worked for a different employer while I was there. I miss it sometimes because they take care if you, up to and including ergonomically fixing your desk, chair, computer screen, etc.","Beer bashes, in house cafeteria, relaxed environment",Contracted jobs mean less participation in major events
2639,5.0,Productive,Apple is a great place to work because of the people you encounter not only as customers but your colleagues as well. I've made great friends and have learned so much about the company and myself. Working for Apple helped improve my communication skills in my daily life.,,
2640,5.0,"If you get hired, you’re gold!","An incredible adventure, even for a part-time employee with tremendously limited experience with technology or Apple products specifically.  I was warmly welcomed, embraced as an equal, and thoroughly trained and encouraged throughout my season on staff.  The incredible influx of customers was a Master Class in the Human Condition.  The time with Apple stretched me, affirmed me, and created lifelong connections I won’t soon take for granted.",,
2641,2.0,Don't drink the Kool-Aid,"It is most definitely as much of a cult as you think of. . Managers offer little to no help especially if you are a part-time employee going to school.  You must suck up to management in order to get promotions within the company.,",,"Discounts not enough, low pay"
2642,3.0,Apple is a great company,Apple is a great company to work for overall; more opportunities to grow to become full-time would be nice. The culture of Apple is great and the benefits are amazing. Management could use some improvement.,Great benefits,Very difficult to become full-time
2643,5.0,Fun and friendly environment with a family like atmosphere,"Working at Apple is a great experience and an opportunity that I wish didn't end, granted the job can be fast paced and you have to deal with ambiguities but it is the same with any job and life in general.  The management is awesome and has the staffs best interest at heart, working there helps you learn about yourself and how to help managed things around you.  But you are not going through that process alone the whole store even management take this process.  The workplace is vastly cultured, and presents another level of customer service with the many personalities.  The most enjoyable part to me was the job, the staff, and the people that we serviced, my position required repairing the relationship and build rapport with our customers.  Being a technical expert, the first priority was to listen and if there was any kind of technical issues that is what I will repair.  Whether it is fixing software issues, or are taking their modular device to the back opening and repairing any hardware issues.  I can say I was fortunate to be apart of an amazing company, not only that but you have opportunities to visit other store, and go for career experiences that can help move up in the company","The people, the meetings, free internet and computer access(limited)",No Overtime
2644,5.0,Fun place to work,Apple is a very unique place to work. The drive you get from creating the best possible customer experience is second to none.  The skills and knowledge I have learnt here is simply incredible!,,
2645,3.0,Doesn't guarantee your contract will be fulfilled,When I first got there as a contractor they told us if we did not pass this certification then our contract will not continue. Also the software they used was not good.,Beer Parties,Don't tell you everything
2646,5.0,The Best Job Ever,"Working at Apple was a great experience. Work never felt like work because I loved what I did and I loved interacting with the public.  The store was always electric, although others may say crazy.  I'd say electric because the experience was exhilarating.  .  The managers were all great and they were never above doing what they asked of their employees. .  The benefits and pay were amazing for a part time job.  .  Working for a company with a brand such as Apple and experience to match that brand made me want to stay forever.  .  This is a job I truly miss and I am thankful for the opportunity that I was given!",Work environment,Parking
2647,4.0,Times are Changing,"Apple is increasingly trying to do more work with less resources.  In the finance arena, management hires from outside of Apple are damaging the culture.  Increased focus on metrics and decreased focus on individuals has created a much more stressful and less content environment.","benefits, compensation","management, culture shift"
2648,5.0,no,"it was ok, nothing special. a place you work in between jobs.  it was ok, nothing special. u will meet some amazing people that will become life long friends",,
2649,3.0,"Relaxed, Simple, Consistent Day",The work routine was the same. The interactions with people was always really nice. The hours were more or less consistent. The management was really friendly and always encouraging. The workplace culture was extremely welcoming.,,
2650,4.0,It is an excellent company,Apple is an excellent company to work for. It is challenging and high paced but rewarding. You can really learn a lot both professionally and personally,,
2651,3.0,Le droit français n'existe pas !,Harcèlement sexuel des managers . Non paiement des heures dus. Très peu d'avantage,Super ambiante d'équipe,Hors la loi
2652,5.0,Fulfilling And Challenging Work At Apple,"Apple was one of my best work experiences in the industry. This was partly because there was no typical day, there was always a new challenge. My colleagues were the reason I was able to excel and we taught each other so much. The hardest part of our work was managing time effectively, but meeting our deadlines while working together was the most enjoyable part of the job.",,
2653,5.0,Fast paced work environment with great people,"Apple takes the time to hire the right people and it pays off.  While it will be quick paced and bit crazy at times, you can always rely on your team to get the job done.  Great managers too! They just do it right.",,
2654,5.0,Perfect,Good company and good company with advantages and equality.. Company respectful and nice colleagues but you should prove your hard work as well.. Managers are ok to listen after your requests all the time and available.,,
2655,4.0,An Intern,"As an intern at a mall location I cannot give an accurate review of how working at Apple could be but I can say that my time there was interesting. It was more about learning what Apple and it's products do, not so much as working for the company but I was paid.. The average day would have us going through the workshops that are available to the customers via appointments. Given how long we we're there we did come up to some repetitive activities but the employees did try to make them interesting. I learned about swift and photography skills.",Hour lunches,It was not actually a job experience.
2656,4.0,A productive fun place to work with allot of perks,"Morning staff meeting to go over task’s at hand and any safety issues. Working with other teams management for new tasks to be completed and to go over tasks at hand to be completed.. The hardest part of the job is putting someone on Documented coaching, with no improvement and then you have to let them go. . The most enjoyable is when you are told by others that your team is well managed, awesome and  handout bonus for a job well done for the year and see your team eyes light up with joy","Discounted Lunches, beer bashes with entertainment, and compensation",Work 10-12 hours a day and not keeping track of time to go home
2657,5.0,Very good experience,Usually I would come to work around 10 am. I was in a room with a coworker and we both were doing similar projects. Twice a week we would all have meetings to discuss the trajectory of the project.,"Good benefits as an employee (gym, hardware & software discounts, etc)","Long hours, a lot of work piled on a small team"
2658,4.0,Most enjoyable part,The most enjoyable part of my job is definitely the people. It feels like I'm part of a family. The customers for the most part are very understanding. Apple makes sure they train you for the job before putting you on the floor to help customers.,,
2659,4.0,Nice place to work,"Apart from the role it's self, being part of the company was a fantastic experience as the company culture is very cool and the onsite catering facilities are excellent. Parking in Cork city centre isn't great at all when you have to pay 8 euro a day to park on the top floor of Carrolls quay which can be a little dodgy dependng who is sleeping in the doorway of the car park since homelessness has sadly spiked.",Excellent catering services,Super busy - not enough hours in the day
2660,5.0,Apple inc,"One of the best companies to work for. I recommend the company to all my colleagues and friends . Honesty and transparency , team work, work / life balance, continuous feed back",All,None
2661,5.0,Very good company to work,I worked in Apple for 8 Months. Very good company in terms of adopting world class technology. Good opportunity to work with world class engineers in maps division,,
2662,4.0,Apple review,good experience saving gas very cool working from home easy work and easy to learn to assist customer with varies issues and coaching to get better with the company,,
2663,5.0,Great Culture,Wonderful experience as a temporary contract position at my tenure at Apple. Training was incredibly informative and interactive. The correct tools were provided to help provide an environment that always thinks about the customer first. Constant guidance and assurance was always present to always promote personal and professional growth. Employee/Peer recognition was always there to help build motivation and morale.,"Great culture, great benefits, cafe macs",When working as a contractor there is no guidance towards being hired onto Apple full-time.
2664,5.0,Fun place to work,"As a sales associate, Apple was a fun place to work. Management was very helpful and accommodating. The store treated the employees well during the holiday season and during big shopping days (i.e. Black Friday).",,
2665,5.0,The culture was very relaxed,I performed training and system assistance to my peers. I learned a lot about the inner workings of Apple and how advanced the technology can become. It was exciting knowing what was and what was to come for this powerhouse of a company.,It's very impressive to say you work for Apple Inc.,The position was financially sustainable for me.
2666,5.0,Good,"If you are going to redesign, do whatever you can to keep your URLs the same. ... it could take weeks to regain your precious rankings and traffic from that kind.",,
2667,5.0,The Best Job Ever,"Working at Apple was a great experience. Work never felt like work because I loved what I did and I loved interacting with the public.  The store was always electric, although others may say crazy.  I'd say electric because the experience was exhilarating.  .  The managers were all great and they were never above doing what they asked of their employees. .  The benefits and pay were amazing for a part time job.  .  Working for a company with a brand such as Apple and experience to match that brand made me want to stay forever.  .  This is a job I truly miss and I am thankful for the opportunity that I was given!",Work environment,Parking
2668,4.0,Regularmente Buena,"- Asesoría en Ventas de teléfonos móviles, ipads, macbooks. - Trabajo de 9:00 a 18:00 - 1 hora para comer. - Televentas y Marketing. - Financiacion de los productos. - Tratamiento de datos de carácter personal. - LOPD (Ley de protección de datos y politica de privacidad). - Control de Apple Care y Seguros de dispositivos. - Control de Stock y revisión de mercancía. - Venta Navcional e Internacional. - Métodos de Pago en el País y en el Extranjero. - Afiliación con marcas reconocidas. - Ventas y Devoluciones. - Dpto de PostVenta. - Asesoría técnica en el Apple Store. - Asesoría y ayuda telefónica y en tienda. - En general, Apple tiene muchas condiciones y terminos que hay que tener muy claros.. - lo que mas me gustó fue tratar con mis clientes fijos, de los cuales sigo teniendo contacto hoy en día, ese fue el mayor regalo que me dió este trabajo.",Situación económica fiable y segura,"Infinidad de términos y condiciones a cumplir, de Applepedia"
2669,2.0,GIS Technician,"Entry level, proprietary software, poor benefits. The office for the department with which the work was done took place in Sunnyvale, California, not at Apple headquarters.",,
2670,4.0,Buen sueldo y capacitación constante,"Sin quejas , recomendable en casi toda su totalidad",,
2671,5.0,Nice work environment,"Working with great innovative minds on new and exciting technologies  and platforms. Onsite doctors, dentists, gym, very nice canteens. Great work /life balance",,
2672,5.0,Great place to work.,Great place to work. the environment is friendly and the management will work with you to achieve your goals. I had a great almost 6 years run with Apple.,"Benefits, vacation time, discounts",None
2673,5.0,Environment of constant learning and development surrounded by great co-workers,"The amount of opportunities and the variety of distinct job functions in each store kept work interesting (retail sales, business/ enterprise sales, technical support, customer training).",,
2674,4.0,Buen ambiente de trabajo y motivación,"Buenos equipos de trabajo, como una familia, buena motivación con premios. Puede mejorar en salario.",,
2675,4.0,Great company,"Apple is a company where you receive benefits even as a part time employee. From tuition help, to 401K contribution, and health insurance. If you want to move up, there are opportunities. Not many on the sales floor, but in Genius Bar; yes.","Discounts, healthcare, benefits",too many hours
2676,5.0,Great for Working from Home,"I loved working from home for Apple.  The job, the setup, working software, and everything about it.  It's great for working from home, sadly the outsourced to a well known telemarketing company making the quality of care worsen.","Partial paid Internet and Phone, relaxed atmosphere, easy internal software system to use, much overtime oppertunities",Advancement is hard to get into.
2677,5.0,Great place to work,Enjoyed every single day i walked into Apple.  . Started off every day with a meeting to help prepare for the day. learned alot about not just customer service but myself as well. everyone is fun and friendly and willing to help. hardest part was possibly hour flexibility but that’s retail. most enjoyable part was the people i worked with,,
2678,5.0,Temps are not included in company activities,"40-hr /week contract worker, days and weeks with nothing to do waiting for the next project or request for help to come in to my area. Good people, not much else.",,
2679,5.0,Great place to grow,They have amazing training and a culture for growth. It’s a very fast paced job and multitasking is a must. The people that work there are very special and become the best part of the job.,Great benefits,It’s still retail
2680,4.0,Great place to work for,"Loved my team , we were always helping each other in our tasks and I enjoyed that.. Work can be quick paced but overall there is a lot of flexibility and training.. Miss my team",,
2681,3.0,Good for college,"Sell things, learn some new stuff, be treated like ""we're not retail, we're more"" with high expectations but still no control over one's life. Many people kept in part-time positions so that they won't get benefits. It's a company that has fallen apart after the creator's passing.","perks on merchandise, lots of RTO, 401k","work-life imbalance, corporate, metrics driven (rather than quality as it was in the past)"
2682,4.0,Fun Culture,"Great company average promotion cycle takes about 10 years. I enjoyed the people and the products. Retail was always busy. They had awesome account managers, the leadership at retail was a little petty.",,
2683,4.0,Good cultural and excellent communication environment,I love working for Apple and was one of my first job that I really enjoy it and hope to be one day back but at that time I insure to have enough work/life balance,Good discount for our own products and some are free,Long hours
2684,5.0,Great Place To Work,Apple was a great place to work. I'd consider working there again. Management was encouraging. Pay was great. They had opportunities for advancement. The stock purchasing plan was absolutely fantastic.,Great Environment,
2685,5.0,"Wonderful work life balance, great benefits.","The best benefits, and great culture. Wonderful work life balance where you can truly disconnect and not worry about bringing work home with you. Incredible stability.",,
2686,4.0,Worked from home and had time to finish my final university year.,"Spent 9 months as a technical advisor for iOS devices. Good experience for dealing with customers issues. Strictly adhered to metrics, warnings given if metrics slipped.",,
2687,4.0,Great At-Home Opportunities; Management Not So Great,"Apple is an excellent company to work for, and I can say that with confidence. However, it's also very difficult to negotiate with management once you're in. .  My dream job at Apple was to work from home training new employees. I was being mentored by a trainer and applied for several open training positions. After weeks of no response, I decided to get my manager involved. He said, ""What do you have to show that makes you think you deserve this job?"" and although I had participated in a mentor program to help new employees, had my own mentor, and kept my call handling numbers solid, there was still ""nothing to show"". .  I was upset and just wanted to start over. I requested to move from Tier 2 Phones to Tier 1 Phones to both my manager and area manager. ""Oh, well we can't do that."" Yes, they could have. They didn't want to lose another Tier 2 Phone agent. .  What can I say... Apple was my longest job, I really enjoyed the training program, the culture, working from home for the first time, and even rotating for 6 weeks at the Apple Store. It was an excellent experience and I would love to go back knowing what I know now.","Excellent training program, great benefits from day 1, And free apple swag.",Corporate culture
2688,5.0,The Best Job Ever,"Working at Apple was a great experience. Work never felt like work because I loved what I did and I loved interacting with the public.  The store was always electric, although others may say crazy.  I'd say electric because the experience was exhilarating.  .  The managers were all great and they were never above doing what they asked of their employees. .  The benefits and pay were amazing for a part time job.  .  Working for a company with a brand such as Apple and experience to match that brand made me want to stay forever.  .  This is a job I truly miss and I am thankful for the opportunity that I was given!",Work environment,Parking
2689,4.0,Productive and fun workplace,"Great learning experience with flexibility and support for all around. Good pay, good benefits. Fun environment with great cafeteria. Required to work long hours during crunch time",,
2690,5.0,Source et dynamisme,Il y a un véritable travail d'équipe et de gestion multiculturel.,Dynamisme,
2691,4.0,Arbeitskultur,Das Team ist einfach unglaublich. Das ist der Spirit des Unternehmens.,,
2692,3.0,Fun to work,Great company to work for and learned a lot but no core values or clear path to what are priorities. Management overseas problems but no serious actions took place to  find solutions to solve the main problem which makes everyone job harder .,Discounts,Short breaks
2693,5.0,Productive and fun environment,"Apple is an amazing company that helps and challenges engineers to be the best they can be. They provide you with the tools, teams and environment so you can succeed .",Amazing Company and Culture,Nothing its a great place to work.
2694,4.0,"Very fun working environment, great team and culture",Busy mainly on weekends. Management has their favorites and it shows. Culture is unlike no other job. High customer expectations . Nice to help good people,"Discounts, Insurance, vacation time, sick time, Pto","unpaid lunch, retail hours, scheduling, lack of recognition"
2695,5.0,Decent pay and benefits,"To be clear I worked for AppleCare which is a subsidiary of Apple Inc. AppleCare when I started there was drastically different from when I left. In less than 4 years I averaged almost 2 supervisors a year. I like what I did Apple and I wanted to stay while I worked on finishing my BSW. However like in true fashion management kept stringing me along making me think they would work with me on a school schedule. When push came to shove they said we do not do that. The management I had at the time felt content to let someone with almost 7 years total of Apple product knowledge walk right out the door. .  AppleCare pays well and has the opportunity to move around, but just know that what you get as a schedule is what you get and depending on what you do for AppleCare you will be on that schedule for anywhere from 3-6 m. If you need a job with the flexibility this is NOT the place to look. Overall AppleCare is not a bad place to work but while you are part of corp Apple you are certainly not given the same Opportunites as those who work for corp Apple in Ca or Tx.",Good pay and bennifits,"NO flexibility in scheduling, Change team managers way too much"
2696,5.0,Great Company,Apple really values their employees in turn will give much better customer service. Benefits were great. Working from home for apple was not the best. Tied to your desk nonstop and was very call center like. Working in the retail store was a much better job if you are the type that likes to interact with employees and customers.,,
2697,3.0,Intense,"Fast paced and intense workspace..  Little culture.  Rude, disrespectful, and entitled customers..  High Turnover.  Great aesthetics  and quality work environment",Holiday meals,low pay
2698,5.0,apple tech,"I learned a lot, new culture and I would do it again..  I was granted gifts cards and different incentives,  I was able to proved a great customer experience,  I stayed alert and Ill do it again.",working for apple,trying to go in to a school is a challenge
2699,3.0,fun for those who can stand being yelled at by needy customers,It's fine for those who don't mind being in customer service settings getting back to back phone calls with no breaks from the time you start until you finish. You get a few good customers but most are needy and entitled and will make you tired of this job real quick.,none,the needy and whiny customers
2700,3.0,"Productive, fast paced enviroment.","Apple culture made a typical day at work less stressful than expected. If you're able to enjoy a fast paced environment with multiple customers at once, its a pretty exciting job.",,
2701,5.0,Fun Place to Work,Apple is a great company.  They really care about the employees and management really focuses more on employees self-care and making sure that they are not working over there shift and are getting their breaks.  They know that if they take care of their employees then the employees will take care of their customers.  Just a great environment and upbeat attitudes from everyone.,"Work Culture, Environment, Pay",None that I could think of.
2702,5.0,Fun Place To Work,best place to work. flexible hours and all the tools to get anywhere in the company. The growth is unlimited and I think that anyone would love the company culture,,
2703,5.0,Best Job Ever,"Loved every single day of my employment, I needed Full Time, which was not available.  That is the only reason I am no longer there..  The culture is very loving and supportive, I felt like I was visiting family everyday I worked. .  NO RUDE CUSTOMERS",Atmosphere,N/a
2704,5.0,This was a great place to work!!,"I spent a lot of years at Apple and all were fun. I was able to grow, learn, and advance at the company. The benefits were also great and great for parents.",,
2705,5.0,Excelente trabajo,Me parece un buen ambiente de trabajo en este lugar,,
2706,1.0,Local Management Issues,Apple Retail is not Apple no matter how much they say it.  Retail is retail.  Advancement from the manager level is a joke.  If you don’t drink the Kool Aid for 5+ years you aren’t moving up.,Espp,Work/Life
2707,4.0,Conseiller Support,Cadre confortable et esprit d'équipe très corporate,,
2708,5.0,Fun and creative in all in all aspect,"I arrive at work 6:00 in the morning. Put on my chef coat and grab a cup of coffee. Gather all my ingredients that were prep for me the day before and print out my menu for my station. Apple computer is a corporate kitchen, like a huge gourmet cafeteria. Everyone has there station and crew. There is a lead and a sou chef appointed for every station. The sou chef has multiple stations she over looks. My station caters to about 250 people for lunch time. When i'm done and ready for lunch I present my plate to the chefs as they give me feedback and criticism. The hardest part of my job for me was doing the order guide, trying to figure out the right amount of food to order for my dishes through out the week. The most enjoyable part of my job was that I get to be creative, getting the chance to create my own dishes and the quality of  the food and ingredients i get to order.",creativity,can't think of any
2709,5.0,The Best Job Ever,"Working at Apple was a great experience. Work never felt like work because I loved what I did and I loved interacting with the public.  The store was always electric, although others may say crazy.  I'd say electric because the experience was exhilarating.  .  The managers were all great and they were never above doing what they asked of their employees. .  The benefits and pay were amazing for a part time job.  .  Working for a company with a brand such as Apple and experience to match that brand made me want to stay forever.  .  This is a job I truly miss and I am thankful for the opportunity that I was given!",Work environment,Parking
2710,4.0,Retail Apple Inc.,"It can be very over whelming the amount of traffic that the store gets. You are trained very througholy to make sure you follow all of Apples mission statement. The company as a whole is great I would recommend anyone who is looking to start out or is looking for part time work. You do have to work nights and weekends, like every weekend. I find it easy to be my self and that I am in a safe environment, comfortable getting help or talking to anyone that enters the store. Overall working for Apple is really great, you get paid training and benefits even when working part-time.","Environment, Ceo, benefits.","Hours, store traffic."
2711,4.0,"Great place to work, but only if you REALLY love working with the public","You will love your employees, but the amount required from you can be mentally draining. Customers can be rude, and you have to love working with all personalities, expectations, and attitudes. You're required to learn a lot and be responsible for continuing to self-develop.",,
2712,4.0,great company,"A good place to work but you only get promoted if you know someone and not by your work. So, networking is a must at Apple! . Apple offers one of the best benefits in the market!",,
2713,4.0,Great place to work with Amazing People,"Typical day was working with multiple customers in set appointments, practicing time management and empathy in a fast paced environment. Hours were a retail environment, making work/life balance a welcome challenge.",,
2714,5.0,N/a,Apple had an interesting take on buisaness. Very oriented torwards there people who work for them. Always truly care about what there employees think and try to sponsor knowledge.,,
2715,1.0,un organized,good people to work with but very un organized shop disapointed customers and alot of the blame was put on the employees instead of management!!!!!!!!!!,,
2716,5.0,Fast paced and loud environment. Always changing and adapting,Apple is a fast paced and loud environment. The system is always changing and requires you to adapt. It is a great place to work if you are up to the challenge,,
2717,4.0,High Energy and Fun Workplace,"Apple is an incredible company that really takes care of their employees.. It can be competitive and stressful many times.. The best part of your coworkers and the great people you meet, it's like you are part of a big, sometimes dysfunctional, family.","Great Coworkers, fun enviroment","Stressful, mean customers"
2718,3.0,Laid back work environment,Apple is a great company to work for with great benefits. In relation to my experience as an at home advisor I would recommend working on campus if possible.,at home,at home support
2719,4.0,Alright,Stressful at Christmas which managers tried to bribe you with free food/events.  Managers were disconnected from staff needs and made staff feel guilty for being ill during holiday season,Free Food,Managers were disconnected from staff
2720,5.0,ambiente stimolante e sereno,"Giornate lavorative ben strutturate e ben gestite, lavoro di squadra e supporto tra colleghi",,
2721,5.0,Superbe compagnie,"une des compagnie les plus généreuses pour laquelle j'ai eu la chance de travailler , avantages sociaux incroyable et bel esprit de famille et communauté .  je recommande cette compagnie pour tout les âges",avantages sociaux,répétitif
2722,4.0,Working for Apple,"Working at Apple changed my life for the better.  I’ve learned so many skills needed for the job, great training and everyday life skills. I have met so many talented people to work with.  II enjoy helping people and making a difference. Hours for the most part are normal but getting two days off in a row is uncommon unless you request off way in advance.  Working 6 days straight is normal and exhausting. Overall if hours were better I wouldn’t be looking for new job.  Hours definitely affects family life. Great job for college students.","Diversity, meeting new people, fun, great benefits","Retail hours include weekends and nights. Too micromanaged, no room for advancement"
2723,5.0,fun place to work,Loved every minute and learned a lot. I was cross-trained and able to advance fairly quickly. Great atmosphere and culture. Great benefits and loved the swag and free software.,work from home,work from home
2724,5.0,best company,"best company, Great benefits and discount on products. I would definitely recommend this company to any student looking to work part time while gaining experience",,
2725,5.0,Review Summary,Its a place that most people would love to experience and I'm very grateful to be able to have the experience to work for such an amazing company.. Thank you,,
2726,5.0,Fun workplace,- Great Company. - Fun and Productive work environment . - Meet and work with a lot of smart people. - Great Benefits . - worked as a PZ Specialist . - Excellent experiences,,
2727,4.0,Great place to start...,"Apple provided a lot of professional fundamentals for me. However, there is a glaring opportunity to better equip their workers with the resources to develop and progress within the organization.",,
2728,5.0,Review Summary of working,It is confidential so I can't tell .but any way working in Apply is happy and I can learn a lot of high tech. it will be benefit to my future work. I see this experience very important.,,
2729,3.0,Don’t get stuck,"Unless you’re in an upper management position, don’t get stuck on the retail side. It’s very hard to move up or into different positions from a tech advisor position. Best bet is to leave first.",,
2730,5.0,The Best Job Ever,"Working at Apple was a great experience. Work never felt like work because I loved what I did and I loved interacting with the public.  The store was always electric, although others may say crazy.  I'd say electric because the experience was exhilarating.  .  The managers were all great and they were never above doing what they asked of their employees. .  The benefits and pay were amazing for a part time job.  .  Working for a company with a brand such as Apple and experience to match that brand made me want to stay forever.  .  This is a job I truly miss and I am thankful for the opportunity that I was given!",Work environment,Parking
2731,5.0,Fun Place to work with some top level talent,I'm grateful to have worked for Apple. I learned a lot about what  a good company does for it's people. Many of my coworkers ended up getting recruited to work for other companies. The opportunities that come from a job at Apple are endless.,"unlocks great opportunity, amazing to see what the first class company in the world does",Most leadership positions are not available to bottom level workers progression
2732,4.0,it's a big company,"Apple Inc. is an American multinational technology company headquartered in Cupertino, California, that designs, develops, and sells consumer electronics, computer software, and online services. It is considered one of the Big Four of technology along with Amazon, Google and Facebook.",,
2733,5.0,Really superb,Apple is one of the best organization I ever worked in my career. Great experience and fun from the team. Colleagues are very friendly and can able to complete our works on time due to great team work.,Lot of allowance,Nothing else
2734,4.0,Loved it,Amazing company to work for. The hours were a bit inconvenient and can chip into your social life especially as a full-time student but overall I loved my time with apple.,,
2735,5.0,Culture d'entreprise interessante,Très belle entreprise avec un Management à l'Americaine ou chaque personne apporte de sa propre personnalité et de son savoir etre..  Très bonne entreprise,"Equipe Positif, Formation, Repas partagé",Le monde dans les apples sotres
2736,5.0,Fun atmosphere,Apple has a fun and supportive atmosphere. They also provide great benefits and many opportunities for advancement and growth within the company. Great place to work.,,
2737,5.0,Très bon travail d'équipe,Un cadre de travail aussi chaleureux qu'au sein d'une véritable famille. Très bon management…,,
2738,5.0,Great place to work,"Apple is an amazing environment. . The people and benifits are second to none..  However, work life balance is non existent and growth within the business is very competitive.",Great Benifits,Poor long demanding hours
2739,5.0,Best Place to Work,"Apple came in my life unexpectedly and quickly became one of the best part of my life. I learned and are so much professionally and truly felt value in my position as well as rotational opportunity within the company.. The team managers, floor manager and even department manager are truly involved and interested in your personal success in the company, even if that means you leaving their team. They help you (if you're willing to learn) in personal characteristics, character presentation, soft skills, self awareness, and to take internal classes in different tools that might better help you achieve your goal.. I learned that the best way for a company to succeed is through feedback. Well thought, and properly provided feedback. . Finally I learned something I will carry with me forever, ""the only constant is change,"" and the day you stop accepting that is the day you'll be left behind.",,
2740,4.0,"Great company, great benefits",I worked on the phones doing customer support. Management is awesome and you can really be yourself. Everyone is nice. The only thing is that career advancement in technical support leads to more technical support unless you shoot for a management role.,"Outstanding benefits, discounts, fun workplace",Lack of career advancement options
2741,3.0,Ok,"A lot of pressure from management and little concern shown for developers. I like apples though. Fuji's are good, if they are fresh and locally grown. Otherwise it has that yucky wax coating.",,
2742,5.0,Fast-paced place to work,Apple has large amounts of capital that enable engineers to work very hard without the burden of budget stressors - this atmosphere enables employees to be creative and do their best work.,,
2743,4.0,High pace environment that requires many different hats to be worn,"- How to provide various solutions based on customized problems .   with clients and consumers.  - Management well organized, not overly personal.  - Managing different personalities and customer were the greatest challenge as Apple represents global products and services.  -Workplace culture is fun and intense, with a lot of rules.  - most enjoyable part of the job is the people you work with vary vastly in age, and you are in a learning environment everyday.","Flexible hours, great benefits","Work every weekend (Sat&Sun), expectations on numbers do not go both ways."
2744,4.0,apple,"It was ok , I do think the training should have been better, the training was a  short an sweet I felt like we should of went thru more product so we would be ready for the floor",,
2745,1.0,work life balance is a huge challange,Apple has amazing products they sell but the  IT management is not up to the par and has no vision on how to accomplish the goals .  no technology skills of data warehouse,latest technology is generally encouraged,long hours and not enough work satisfaction
2746,5.0,Fun job,Apple was one of the best jobs I ever had. Until they brought in a new manager that didn't know anything about tech support. Great benefits. Good overtime.,"benefits, hours, team employees",management
2747,5.0,Great dynamic company to work for,Very exciting place to work for.. The people are knowledgeable and the environment is very friendly. The technology moves very fast nad the environment is very dynamic,High technology,Stressful sometimes
